,Video Link,Video Title,Views,Uploaded Date,Likes on Video,Dislikes on Video
166,https://www.youtube.com/watch?v=8ryF_Ro9dis,"Top Best Smartphones Under ₹15000 * July 2020 * | Samsung , Vivo , Redmi , Poco , Realme","355,618 views",13 Jul 2020,28K,1.2K
167,https://www.youtube.com/watch?v=CKwAEKGwj3U,#BoycottChina BEST NON-CHINESE SMARTPHONES to Buy in June 2020 🔥 | Don't Buy Wrong Phone!,"155,781 views",25 May 2020,8.1K,768
168,https://www.youtube.com/watch?v=0pss7E6IF_8,Top 20 BEST Smartphones of 2019.,"2,840,142 views",12 Nov 2019,82K,3.2K
169,https://www.youtube.com/watch?v=SLpnCzUW_6w,"Best Phones Under ₹ 30,000 (After 2020 GST Hike)","113,546 views",9 Jul 2020,6.4K,361
170,https://www.youtube.com/watch?v=y7WhxtTvfck,Top 5 Best Mobile Phones Under ₹15000 Budget ⚡⚡⚡ June 2020,"1,846,466 views",15 Jun 2020,90K,3.6K
171,https://www.youtube.com/watch?v=SBoMC80UaG0,,,,3.6K,245
172,https://www.youtube.com/watch?v=4OnwUz-I2GI,Smartphone Awards 2019!,"5,771,061 views",23 Dec 2019,206K,7.2K
173,https://www.youtube.com/watch?v=CwpEJfvhaNc,"Top 10+ Upcoming Smartphone Launches in India August 2020 ""NON CHINESE""| Oneplus Ka Sasta 5G Kab?","144,385 views",19 Jul 2020,13K,513
174,https://www.youtube.com/watch?v=N1hl2MINAQw,Best Budget Smartphones Under £300 (Summer 2020),"118,242 views",1 Jul 2020,3.6K,108
175,https://www.youtube.com/watch?v=9nYHEb9LTM4,Top Upcoming Smartphones - June 2020🔥🔥🔥,"957,083 views",1 Jun 2020,79K,2.6K
176,https://www.youtube.com/watch?v=BkCNQSqEKSA,Top 5 World Best Smartphones May 2020,"503,147 views",17 Apr 2020,3.9K,431
177,https://www.youtube.com/watch?v=sUqrai5gkpw,Best Smartphones under 30000 in July 2020 | Best Flagship Mobiles under 30000,"24,659 views",20 Jul 2020,457,60
178,https://www.youtube.com/watch?v=0-nqhBhdLs0,"Top 5 Best Flagship Phones Under 50,000 Budget ⚡⚡⚡ July 2020","212,244 views",1 Jul 2020,16K,729
179,https://www.youtube.com/watch?v=7ym8Gg1UDWg,Top 5 Best Mobile Phones Under ₹10000 Budget ⚡⚡⚡ June 2020,"1,484,747 views",6 Jun 2020,96K,3.1K
180,https://www.youtube.com/watch?v=KhuDutYEbVA,Top Upcoming Smartphones August 2020🔥🔥🔥,"6,505 views",23 Jul 2020,477,24
181,https://www.youtube.com/watch?v=psDO1rPFQ1Y,How Smartphones Are Made in Factory,"4,337,578 views",21 Nov 2019,43K,2.4K
182,https://www.youtube.com/watch?v=agcxqXO0Dps,Top Upcoming Smartphones - July 2020🔥🔥🔥,"1,184,150 views",1 Jul 2020,87K,3.3K
183,https://www.youtube.com/watch?v=-6WD98IQQFA,Best Smart Phones 2020 | E Review,"5,013 views",Premiered on 21 Jul 2020,52,0
184,https://www.youtube.com/watch?v=9I1PlRwyVDw,"TOP 5 BEST MOBILE PHONES UNDER ₹15000 BUDGET 📱⚡️Ft. Samsung, Vivo, Realme, Xiaomi , Honor","404,863 views",20 May 2020,17K,427
185,https://www.youtube.com/watch?v=vin2CjR7viI,10 MOST UNUSUAL AND COOLEST SMARTPHONES,"7,551,144 views",20 Jan 2018,43K,6.1K
186,https://www.youtube.com/watch?v=Strjq-WZF7Y,Top Smartphones of 2020? ft. MKBHD,"1,486,714 views",24 Mar 2020,62K,1.4K
187,https://www.youtube.com/watch?v=X3paOmcrTjQ,Data Science In 5 Minutes | Data Science For Beginners | What Is Data Science? | Simplilearn,"1,142,163 views",4 Dec 2018,15K,617
188,https://www.youtube.com/watch?v=lP1hb4BFAWA,Step By Step Action Plan For Learning Data Science in 2020,"145,328 views",26 Jan 2020,5.2K,78
189,https://www.youtube.com/watch?v=qcqT5SqE8BY,Data Science in Hindi,"239,762 views",25 Feb 2019,9.4K,321
190,https://www.youtube.com/watch?v=Vsi2Wn6mAlc,Entry Level Data Science Jobs | Which Data Science Role to Choose & How to Build a Good Resume?,"76,836 views",21 Feb 2020,1.9K,29
191,https://www.youtube.com/watch?v=BgpIzWmcEhA,"How to become Data Scientist? Sexiest Job / Salary? Ft. Ex-Google, Facebook, Microsoft Engineer","42,463 views",15 Jul 2020,2K,31
192,https://www.youtube.com/watch?v=tBU65SsJG_8,How To Become A Data Scientist In India (in 2020),"70,685 views",29 Jan 2020,2.9K,40
193,https://www.youtube.com/watch?v=dM_MzB2sCQk,Data Scientist Salary: How much a data scientist earn,"10,003 views",4 Jan 2020,176,6
194,https://www.youtube.com/watch?v=355u2bDqB7c,Live-Discussing All Hyperparameter Tuning Techniques Data Science Machine Learning,"5,050 views",Streamed live on 23 Jul 2020,321,4
195,https://www.youtube.com/watch?v=dYZJxhYjBE8,Real Talk with Instagram Data Scientist,"858,007 views",20 Dec 2018,12K,524
196,https://www.youtube.com/watch?v=4OZip0cgOho,How I Would Learn Data Science (If I Had to Start Over),"473,940 views",8 May 2020,18K,394
197,https://www.youtube.com/watch?v=iLcvvVXBSFo,HOW TO BECOME DATA SCIENTIST IN 2020- in Hindi| SALARY OF DATA SCIENTIST| Sangwans Studio|,"431,868 views",16 Nov 2019,26K,772
198,https://www.youtube.com/watch?v=bM58Js0m-2A,What is data science In telugu-డేటా సైన్స్ అంటే ఏమిటి-9059868766 Artificial intelligence AI Demo,"51,841 views",16 Oct 2017,519,94
199,https://www.youtube.com/watch?v=csG_qfOTvxw,How To Learn Data Science Smartly?,"647,807 views",22 Aug 2019,23K,297
200,https://www.youtube.com/watch?v=xC-c7E5PK0Y,What REALLY is Data Science? Told by a Data Scientist,"1,474,452 views",22 Jun 2018,55K,757
201,https://www.youtube.com/watch?v=KdgQvgE3ji4,Data Science in 8 Minutes | Data Science for Beginners | What is Data Science? | Edureka,"163,995 views",31 Mar 2019,3.6K,59
202,https://www.youtube.com/watch?v=qoxCynmob7I,IIT Madras Online B.Sc. Degree/Diploma in Programming and Data Science 🔥|| Without JEE,"28,112 views",1 Jul 2020,1.3K,59
203,https://www.youtube.com/watch?v=NXoN3-BZpsQ,My Path on Becoming a Data Scientist- Motivation,"120,715 views",9 Aug 2019,3.3K,119
204,https://www.youtube.com/watch?v=Rr4i9l80Ecs,A day in the life of a data science student | EXAM WEEK,"34,661 views",19 Dec 2018,662,27
205,https://www.youtube.com/watch?v=Dt89dX0c7Cw,Salary Of Data Scientist In India And US In 2020,"59,561 views",25 Jan 2020,1.4K,38
206,https://www.youtube.com/watch?v=LZTMwaNAMuU,Most frequently asked Data Science Interview Questions(2020),66 views,24 Jul 2020,7,0
207,https://www.youtube.com/watch?v=Vfo5le26IhY,Statistics for Data Science | Probability and Statistics | Statistics Tutorial | Ph.D. (Stanford),"387,920 views",19 Dec 2019,10K,156
208,https://www.youtube.com/watch?v=de7ZUb1fH3s,A Day in The Life of a Data Scientist 👨🏻‍💻| upGrad,"1,811,011 views",22 Nov 2019,LIKE,DISLIKE
209,https://www.youtube.com/watch?v=FGjYeKSfLr4,Live- Data Science Virtual Interview By Krish And Sudhanshu-Part 1,"9,549 views",Streamed live 17 hours ago,611,14
210,https://www.youtube.com/watch?v=S8MmsBsGP-Q,Data Science & Artificial Intelligence Career Advice by Real-Life Data Scientists,"160,805 views",4 Dec 2019,3.7K,106
211,https://www.youtube.com/watch?v=-ETQ97mXXF0,Data Science Full Course - Learn Data Science in 10 Hours | Data Science For Beginners | Edureka,"817,519 views",18 Aug 2019,19K,243
212,https://www.youtube.com/watch?v=_uQrJ0TkZlc,Python Tutorial - Python for Beginners [Full Course],"11,655,706 views",18 Feb 2019,365K,2.8K
213,https://www.youtube.com/watch?v=u2zsY-2uZiE,Data Science Tutorial | Data Science for Beginners | Python for Data Science | 11 Hours Full Course,"377,142 views",3 Feb 2020,13K,165
214,https://www.youtube.com/watch?v=GJaYfNiY4to,How to Learn Data Science in 2020 | Step By Step Action Plan for Learning Data Science | Edureka,"15,056 views",5 Jun 2020,396,6
215,https://www.youtube.com/watch?v=cVxELmATmOU,Data Science பற்றி ஒரு எளிய விளக்கம்,"19,771 views",19 Oct 2019,923,5
216,https://www.youtube.com/watch?v=ua-CiDNNj30,Learn Data Science Tutorial - Full Course for Beginners,"866,798 views",30 May 2019,22K,328
217,https://www.youtube.com/watch?v=k2P_pHQDlp0,AI VS ML VS DL VS Data Science,"663,904 views",26 Nov 2019,23K,473
218,https://www.youtube.com/watch?v=Vs_ko7lF71w,DATA SCIENCE என்றால் என்ன? (Tamil),"27,736 views",15 Dec 2018,975,22
219,https://www.youtube.com/watch?v=edvg4eHi_Mw,Python for Data Science | Data Science with Python | Python for Data Analysis | 11 Hours Full Course,"296,121 views",14 Jan 2020,10K,116
220,https://www.youtube.com/watch?v=iJUzouXg5kY,Demystifying Data Science | Mr.Asitang Mishra | TEDxOakLawn,"45,855 views",23 Jul 2019,1.1K,29
221,https://www.youtube.com/watch?v=rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],"16,638,437 views",11 Jul 2018,399K,4.4K
222,https://www.youtube.com/watch?v=Scg59_McA8Q,Highest Paid Jobs of Future | Data Scientist Complete Detail Hindi | Courses | Salary | Degree's,"150,291 views",7 Nov 2019,7.3K,248
223,https://www.youtube.com/watch?v=XrOLiypGDCQ,How to become a data scientist for free? | Step by step approach to become data scientist,"17,568 views",15 Dec 2019,836,11
224,https://www.youtube.com/watch?v=im1Xkj9gU9s,Meet The 12-Year-Old Who Is Working As A Data Scientist In Hyderabad,"281,051 views",30 Nov 2019,9.1K,382
225,https://www.youtube.com/watch?v=XOgx6OyGF1Y,FREE Data Science Online Courses with FREE certificate,"3,884 views",15 Jul 2020,352,5
226,https://www.youtube.com/watch?v=Bi7f1JSSlh8,Most Research in Deep Learning is a Total Waste of Time - Jeremy Howard | AI Podcast Clips,"78,495 views",10 Sep 2019,2.3K,84
227,https://www.youtube.com/watch?v=lXvPopmYJ5E,Best Books For Machine Learning 2020 | These Books Will Help You Learn Machine Learning |Simplilearn,"1,637 views",Streamed live 16 hours ago,93,3
228,https://www.youtube.com/watch?v=I74ymkoNTnw,🖥️ HOW TO GET STARTED WITH MACHINE LEARNING!,"698,977 views",20 Feb 2018,35K,921
229,https://www.youtube.com/watch?v=uOVhmOzX4VE,Machine Learning Full Course - Learn Machine Learning | Machine Learning Tutorial | Intellipaat,"265,920 views",17 Apr 2020,8.3K,311
230,https://www.youtube.com/watch?v=czVeSFH4dWc,Sundar Pichai: How machine learning & deep learning improved technologies,"48,043 views",16 Jan 2017,541,9
231,https://www.youtube.com/watch?v=6Hm1pNqQxq0,Machine Learning Vs Artificial Intelligence? Same or Different?,"525,062 views",29 Mar 2018,25K,1.1K
232,https://www.youtube.com/watch?v=63NTeLmDANo,What is machine learning and how to learn it ?,"1,049,634 views",29 Jul 2017,18K,1.4K
233,https://www.youtube.com/watch?v=HcqpanDadyQ,What is Machine Learning?,"535,575 views",24 Aug 2017,8.1K,114
234,https://www.youtube.com/watch?v=9f-GarcDY58,Machine Learning Tutorial | Machine Learning Full Course | Learn Machine Learning | Simplilearn,"432,832 views",29 Aug 2019,9.6K,137
235,https://www.youtube.com/watch?v=OuPMVdski3E,Machine Learning in Hindi | Machine Learning Tutorial in Hindi | Python for Machine Learning | 2020,"82,555 views",16 Apr 2020,2.9K,33
236,https://www.youtube.com/watch?v=aircAruvnKk,"But what is a Neural Network? | Deep learning, chapter 1","7,359,847 views",5 Oct 2017,187K,1.6K
237,https://www.youtube.com/watch?v=fSytzGwwBVw,Machine Learning Fundamentals: Cross Validation,"241,539 views",24 Apr 2018,7.9K,102
238,https://www.youtube.com/watch?v=i04Pfrb71vk,Difference between Classification and Regression - Georgia Tech - Machine Learning,"113,632 views",23 Feb 2015,655,100
239,https://www.youtube.com/watch?v=5cFUZ03Sbhc,Why Machine Learning is The Future? | Sundar Pichai Talks About Machine Learning,"803,132 views",21 Feb 2017,7.4K,254
240,https://www.youtube.com/watch?v=hjh1ikznScg,Machine Learning Basics | What Is Machine Learning? | Introduction To Machine Learning | Edureka,"45,585 views",31 Mar 2019,715,25
241,https://www.youtube.com/watch?v=EIVyQThUrq8,Machine Learning? Teaching Computers!!! What is it?,"190,630 views",9 Jul 2016,6.6K,353
242,https://www.youtube.com/watch?v=uoifG7TgF2k,How Did I Learn Machine Learning in 3 Months,"229,442 views",18 Sep 2019,7.8K,255
243,https://www.youtube.com/watch?v=f_uwKZIAeM0,What is Machine Learning?,"286,454 views",11 Jan 2017,1.6K,45
244,https://www.youtube.com/watch?v=kKYloh7_k5s,Life as an AI Researcher & Machine Learning Engineer | Technology | J.P. Morgan,"29,997 views",27 Feb 2020,LIKE,DISLIKE
245,https://www.youtube.com/watch?v=k6lYkR0A6iI,How to start machine learning as a software engineer in 5 steps!,"99,408 views",4 May 2019,2.6K,143
246,https://www.youtube.com/watch?v=GwIo3gDZCVQ,Machine Learning Full Course - Learn Machine Learning 10 Hours | Machine Learning Tutorial | Edureka,"724,841 views",22 Sep 2019,13K,244
247,https://www.youtube.com/watch?v=_uQrJ0TkZlc,Python Tutorial - Python for Beginners [Full Course],"11,655,706 views",18 Feb 2019,365K,2.8K
248,https://www.youtube.com/watch?v=-ETQ97mXXF0,Data Science Full Course - Learn Data Science in 10 Hours | Data Science For Beginners | Edureka,"817,519 views",18 Aug 2019,19K,243
249,https://www.youtube.com/watch?v=VwVg9jCtqaU,Machine Learning Zero to Hero (Google I/O'19),"837,717 views",9 May 2019,18K,235
250,https://www.youtube.com/watch?v=LCvCLZc_XLc,Learning Machine Learning: Learning Deep Learning,219 views,Streamed live 15 hours ago,32,0
251,https://www.youtube.com/watch?v=vEBYLnHacQM,Machine Learning Books for Beginners,"46,479 views",19 Apr 2018,1.5K,41
252,https://www.youtube.com/watch?v=cyLWtMSry58,Don't learn machine learning,"145,880 views",29 Mar 2020,3.2K,379
253,https://www.youtube.com/watch?v=iahQOQZVdog,"Building a $5,000 Machine Learning Workstation with a NVIDIA TITAN RTX and RYZEN ThreadRipper","10,159 views",15 Jul 2020,200,8
254,https://www.youtube.com/watch?v=9r2VVM4nfk8,Powered by TensorFlow: Air Cognizer predicts air quality with machine learning,"11,246 views",21 Jul 2020,956,19
255,https://www.youtube.com/watch?v=pHiMN_gy9mk,2020 Machine Learning Roadmap,"36,571 views",Premiered on 12 Jul 2020,2.9K,13
256,https://www.youtube.com/watch?v=RnFGwxJwx-0,Machine Learning with Python | Machine Learning Tutorial for Beginners | Machine Learning Tutorial,"313,391 views",13 Feb 2020,9.3K,147
257,https://www.youtube.com/watch?v=rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],"16,638,434 views",11 Jul 2018,399K,4.4K
258,https://www.youtube.com/watch?v=sDv4f4s2SB8,"Gradient Descent, Step-by-Step","271,067 views",5 Feb 2019,7.7K,88
259,https://www.youtube.com/watch?v=H6Zpk5lL_1s,what is Machine Learning in telugu,"28,654 views",30 Mar 2018,687,15
260,https://www.youtube.com/watch?v=ukzFI9rgwfU,Machine Learning Basics | What Is Machine Learning? | Introduction To Machine Learning | Simplilearn,"1,321,599 views",19 Sep 2018,17K,623
261,https://www.youtube.com/watch?v=K5YTQSCohbc,Doramon 4 Button Jumbo Pencil Box With Calculator,"2,614,009 views",21 Mar 2019,35K,5.7K
262,https://www.youtube.com/watch?v=fhUfRIeRSZE,1950 Curta Calculator,"1,365,063 views",24 Dec 2014,24K,500
263,https://www.youtube.com/watch?v=ISxpTXXZCqc,"how to use TAX+, TAX- on calculator in hindi","307,833 views",26 Mar 2017,4.1K,238
264,https://www.youtube.com/watch?v=2tL_0y_R1lE,Finding log and antilogarithm using simple calculator,"327,699 views",26 Mar 2016,4.1K,343
265,https://www.youtube.com/watch?v=aEsXspkt4lk,[Complete]Build a Simple Calculator in Android Studio Part 2 for Beginners[URDU|HINDI],48 views,24 Jul 2020,12,0
266,https://www.youtube.com/watch?v=DagTKwy2FsA,How to Turn Off Calculator without Off Button (Manually),"742,178 views",4 Sep 2015,4K,838
267,https://www.youtube.com/watch?v=BAD-9SkknWo,YUNG CALCULATOR MOST TOXIC MOMENTS ( Funny Compilation ),"21,356 views",24 Jul 2019,286,54
268,https://www.youtube.com/watch?v=3tm4aUZazDI,How to Calculate In and exponential by the help of Scientific Calculator,"15,773 views",12 Jun 2019,102,20
269,https://www.youtube.com/watch?v=DtISPzRn0fc,He's a Pirate - Pirates of the Caribbean Theme (Dual Calculator Cover),"902,155 views",28 Nov 2017,21K,841
270,https://www.youtube.com/watch?v=1rNAIB0qjAQ,Calculator Awesome Tricks जिसे कोई नहीं जनता || By Technical Raghav,"438,908 views",9 Mar 2018,5.8K,939
271,https://www.youtube.com/watch?v=e4PTvXtz4GM,Faster than a calculator | Arthur Benjamin | TEDxOxford,"20,943,884 views",8 Apr 2013,367K,9.5K
272,https://www.youtube.com/watch?v=x-Qw394_uRc,CALCULATE PERCENTAGE WITH ( + - × ÷ ) ON CALCULATOR IN HINDI,"646,381 views",4 Jun 2018,9.6K,676
273,https://www.youtube.com/watch?v=VLX59t9yUwY,Top Five Calculator Tips & Tricks for iPhone,"21,301 views",11 Jun 2020,650,22
274,https://www.youtube.com/watch?v=vUM7VnqWz5Q,How To Hide Apps And Videos | secret calculator hide app pro | Android tricks,"112,050 views",23 Feb 2020,LIKE,DISLIKE
275,https://www.youtube.com/watch?v=a2hMZPBqtog,Calculator me Photo Aur Video Kaise Hide kare || How to hide photos and Videos in Calculator,"33,656 views",21 Apr 2020,857,76
276,https://www.youtube.com/watch?v=ZcmtlE4J-94,Check Percentage in Calculator: find out Percentage on Mobile calculator in Hindi,"1,176,408 views",14 Jun 2018,22K,2.9K
277,https://www.youtube.com/watch?v=3tkDfNuJS3A,How to recover photos from Calculator hide app - Hidex | Calculator lock app,"88,910 views",25 Apr 2020,1.6K,179
278,https://www.youtube.com/watch?v=6vDAN3mnGig,Evangelion Opening in Calculator - A Cruel Angels Thesis,"118,821 views",1 Jun 2019,7K,53
279,https://www.youtube.com/watch?v=_KomtGXzT3o,CURTA Mechanical Calculator Demonstration,"12,277 views",16 Nov 2017,199,2
280,https://www.youtube.com/watch?v=AXPnz3iebkM,"2nd PLACE IN TRIO CUP 🥈 ($1,000) W/ ZexRow & Mackwood","4,815 views",23 Jul 2020,390,4
281,https://www.youtube.com/watch?v=6_0-uEgEcI0,Disney Princess Password Diary and Hello Kitty Calculator Pencil Box,"1,862,906 views",13 Sep 2018,8.5K,2K
282,https://www.youtube.com/watch?v=SYPUiDvObVA,Flipkart commission calculator,"5,443 views",8 Jul 2020,278,12
283,https://www.youtube.com/watch?v=xW5xMJ7T3QM,calculator app lock forgot password. New Trick @VIP_Ronak_Singh,"54,160 views",24 Apr 2020,1.5K,279
284,https://www.youtube.com/watch?v=ndxUg-sG2BM,How to Check Percentage in Calculator: find out Percentage on Mobile calculator in Hindi,"505,837 views",7 Apr 2019,8.2K,691
285,https://www.youtube.com/watch?v=FJliMTWEOfs,Lion Family Learn Numbers 🍒 the Math Contest vs Calculator | Cartoon for Kids,"94,987 views",20 Jul 2020,463,210
286,https://www.youtube.com/watch?v=PAc5ToNhGNw,Date of birth kaise nikalte hai|Date of birth|age calculator trick|age kaise nikalte hai💥,"8,166,563 views",Premiered on 25 May 2019,124K,13K
287,https://www.youtube.com/watch?v=g2KsVwli6mY,,,,,
288,https://www.youtube.com/watch?v=NeZFiSTsc4A,"How To Use All Features In Calculator In Hindi (M+, M-, GT, MU, DISP Etc.)","572,264 views",10 Dec 2017,14K,873
289,https://www.youtube.com/watch?v=kvymoFdjuHw,15 Year Old YAASHWIN SARAWANAN Is A HUMAN CALCULATOR! | Asia's Got Talent 2019 on AXN Asia,"49,602,685 views",7 Mar 2019,1.1M,29K
290,https://www.youtube.com/watch?v=lAEeQSh_3Wk,కాలిక్యులేటర్ శాతం లెక్కలు || HOW TO CALCULATE PERCENTAGE IN CALCULATOR IN TELUGU,"118,956 views",22 Aug 2018,2.6K,137
291,https://www.youtube.com/watch?v=tHZLXbRHcU0,11 bipartite Settlement salary calculations in details / 11 bipartite new salary calculator in EXCEL,"4,990 views",23 Jul 2020,102,19
292,https://www.youtube.com/watch?v=oDA8j4sqzLE,कैलकुलेटर से हिसाब किताब कैसे करें {PART-1}|| Using Calculator || From Umeedo Ka Prabhat,148 views,24 Jul 2020,16,1
293,https://www.youtube.com/watch?v=STkGAMU4xKE,how to calculate intrest % using calculator in telugu || how to calculate emi using calculator,"59,795 views",30 Jul 2018,981,170
294,https://www.youtube.com/watch?v=HtOvoKE_vT0,How to Calculate Percentage in Mobile - Mobile Phone Se Pratishat Kaise Nikalte Hai Maths Trick,"1,560,683 views",1 May 2018,21K,3.5K
295,https://www.youtube.com/watch?v=C2R2XAMlqrc,CASIO HR 100RC CALCULATOR,"240,048 views",22 Oct 2017,592,265
296,https://www.youtube.com/watch?v=PGTDuChxyPY,"how to use MRC, M+, M- on calculator in hindi","418,541 views",17 Mar 2017,4.2K,348
297,https://www.youtube.com/watch?v=Tm4f0lXPlgA,PRODUCT अगर Rs 280/KG हैं तो 65 रुपये मे कितने ग्राम मिलेगा USING CALCULATOR IN HINDI,"607,145 views",23 Apr 2019,15K,747
298,https://www.youtube.com/watch?v=4gDJBEyxiMQ,How to hide photos in Calculator | How to hide your SECRET FILES in CALCULATOR,"13,578 views",25 Mar 2020,195,34
299,https://www.youtube.com/watch?v=2xRErv9OT_s,How to find out Percentage from Calculator Easy Way,"1,518,638 views",28 Jun 2017,10K,1.7K
300,https://www.youtube.com/watch?v=4semdEFL4Gk,I'm The CEO Of The Charged Shotgun - 25 Kill Arena Win | Yung Calc,"13,919 views",26 Jun 2020,824,18
301,https://www.youtube.com/watch?v=OQ3zhkkEwRg,How to make calculator,"22,808 views",24 Dec 2019,167,52
302,https://www.youtube.com/watch?v=bYYtAuwP_P8,calculator top15 secret tips and trick in hindi | by: hinditrickmasti,"246,042 views",6 Mar 2019,6.2K,1.2K
303,https://www.youtube.com/watch?v=3Px3rp0oW1k,Best Laptops under 25000 in India | Laptops under 25000 in 2020 | laptops under 25k in July 2020,"19,067 views",8 Jul 2020,486,47
304,https://www.youtube.com/watch?v=lAq51HO_o50,TOP 5 BEST LAPTOPS UNDER 30000 ⚡⚡⚡ Best Budget Laptops To Buy In 2019,"739,920 views",19 Dec 2019,25K,1.1K
305,https://www.youtube.com/watch?v=Z5Vvpn-awnY,"Top 5 BEST Laptops in 30,000 to 35,000 Budget⚡⚡⚡Laptops For Work From Home, Students & Professionals","501,472 views",8 Jun 2020,30K,1K
306,https://www.youtube.com/watch?v=kOGGCGAb2d4,Most common fault on a Dead Laptop,"755,431 views",13 Nov 2018,10K,638
307,https://www.youtube.com/watch?v=mciEZKSvva8,Smartphone to laptop transformation,"190,299 views",24 Jul 2020,22K,457
308,https://www.youtube.com/watch?v=RQ7n7Uebw6Y,Mi Notebook Horizon Edition After 30 days usage - important things to consider when buying laptop,"64,059 views",13 Jul 2020,2.5K,313
309,https://www.youtube.com/watch?v=LMrP-uK_SAo,Why Macbooks are Expensive? Mac Vs Windows Laptops???,"895,097 views",12 Apr 2019,33K,3.1K
310,https://www.youtube.com/watch?v=zHtg-nAhDoE,The Best Laptops for 2020,"232,164 views",5 Jun 2020,2.9K,136
311,https://www.youtube.com/watch?v=FfunUnpwX34,LAPTOP MARKET WHOLESALE/RETAIL | CHEAPEST LAPTOP MARKET IN DELHI | LAXMI NAGAR LAPTOP MARKET |,"20,453 views",18 Jul 2020,1K,96
312,https://www.youtube.com/watch?v=WLP_L7Mgz6M,"Things you can make from old, dead laptops","5,313,011 views",29 Jan 2020,243K,4.5K
313,https://www.youtube.com/watch?v=4V3uB12mRrU,"AMD Laptops - Faster, Longer Battery, and CHEAPER!","1,153,421 views",12 Jul 2020,52K,669
314,https://www.youtube.com/watch?v=jU9ad2C0EDI,"Asus Vivobook 14"" Ryzen 5 3500U Budget Mid-Range Laptop","286,040 views",8 Jul 2020,9.7K,227
315,https://www.youtube.com/watch?v=s-devXZPSyQ,Top 5 Budget Gaming Laptops 2020 - 2021,329 views,24 Jul 2020,29,6
316,https://www.youtube.com/watch?v=xfGEW2AhgOU,10 Things You Should FIRST DO With Your New Smartphone ⚡⚡⚡How To Setup A New Mobile Phone,"325,101 views",4 May 2020,25K,973
317,https://www.youtube.com/watch?v=Xz50kbJ0hXY,TOP 5 BEST LAPTOPS FOR STUDENTS⚡⚡ LATEST 2020 | Core i5 | Nvidia Graphics | Touchscreen | SSD |,"30,294 views",22 Jul 2020,1.7K,101
318,https://www.youtube.com/watch?v=3xX997E42Ro,"Laptop Buying Gyan: i3 vs i5 vs i7, Integrated vs Dedicated GraphicsCard, DosVsWindows, HDD vs SSD ?","1,264,015 views",12 Jan 2020,91K,1.8K
319,https://www.youtube.com/watch?v=vg-96Got_PA,Best Laptops for Students 2020,"96,642 views",6 Jul 2020,1.7K,520
320,https://www.youtube.com/watch?v=k_GM1JA608Y,The World's Most Powerful Laptop!,"28,462,559 views",23 Apr 2017,289K,18K
321,https://www.youtube.com/watch?v=_jHeXEJseBk,Top 10 Best Student Laptops in 2020,"2,899 views",21 Jul 2020,159,5
322,https://www.youtube.com/watch?v=yxZQPcMTdJw,"TOP 5 BEST LAPTOPS UNDER 50000 ⚡⚡⚡ Best Budget Laptops For Creators, Gamers And Students","473,356 views",22 Jun 2020,29K,1.2K
323,https://www.youtube.com/watch?v=JKAuJma-ulY,things to consider before buying a laptop ll in telugu ll by prasad ll,"601,821 views",12 May 2017,21K,500
324,https://www.youtube.com/watch?v=MljYZi1IcWw,Budget Laptop with Amazing Specs - Avita Pura Ryzen 5,"331,278 views",2 Jul 2020,13K,524
325,https://www.youtube.com/watch?v=dxPhJ0wfp0g,Best Laptop for programming 2020,"85,022 views",13 Jun 2020,5.4K,378
326,https://www.youtube.com/watch?v=-erBfpPiPZU,"Wholesale Price Laptop Market | Starting from ₹999/- | Apple,Lenovo,Hp,Dell,Asus | Prateek kumar","2,409,613 views",10 Aug 2019,91K,6.6K
327,https://www.youtube.com/watch?v=sJK67XXE_Rg,Is There A New Best Laptop 2019?,"3,762,882 views",19 May 2019,61K,2.5K
328,https://www.youtube.com/watch?v=eaR3DhAqkKs,TOP 5 BEST LAPTOPS UNDER 50000 ⚡⚡⚡ Best Budget Laptops For Students And Professionals,"584,341 views",5 May 2020,23K,1K
329,https://www.youtube.com/watch?v=s9jS1c4H5lk,"Desktop vs Laptop Gaming Performance, How Far Behind Are Today's Laptop GPUs?","39,677 views",24 Jul 2020,3.2K,58
330,https://www.youtube.com/watch?v=ULNR__vpCMo,"Watch this before buying Laptop for College 🔥 | Best Laptop between Rs 30,000 - Rs 1lac","823,004 views",21 Jun 2019,33K,1.8K
331,https://www.youtube.com/watch?v=dTFnq_wJiZw,Perfect Gaming Laptop For 1080p High Gaming !! HP Omen 15 !! 8 Games Benchmarked !! [HINDI],"11,893 views",24 Jul 2020,1.1K,71
332,https://www.youtube.com/watch?v=d3FGcit43-o,The Best Budget Laptops for 2020,"12,966 views",13 Jul 2020,227,22
333,https://www.youtube.com/watch?v=eFV2RpM8Sbs,Best laptop under 35000 july 2020 | Best laptops for video editing and coding under 35000 in india,"8,565 views",7 Jul 2020,228,35
334,https://www.youtube.com/watch?v=33x46RxbYhA,Mac VS Windows for College | Best Laptops for students in India | BITS Pilani Laptop Experience,"64,841 views",26 May 2020,2.9K,192
335,https://www.youtube.com/watch?v=3yrP7klBO1I,Best LAPTOP Under 40000 in INDIA 2020 - Most Powerful LAPTOP Under 40000 For Students (2020) 🔥🔥🔥,"31,908 views",Premiered on 14 Jul 2020,1.2K,104
